DeploymentID,City,State,Agency,TechnologyID,VendorID,Summary,Link,Latitude,Longitude
6132,Delray Beach,FL,Delray Beach Police Department,1,4,"The Delray Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.4614625,-80.0728201
6133,Dunnellon,FL,Dunnellon Police Department,1,4,"The Dunnellon Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.0491426,-82.4609331
6134,Edgewood,FL,Edgewood Police Department,1,4,"The Edgewood Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.4782098,-81.3701817
6135,Eustis,FL,Eustis Police Department,1,4,"The Eustis Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.8527675,-81.6853534
6136,Fernandina Beach,FL,Fernandina Beach Police Department,1,4,"The Fernandina Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.6696818,-81.4625919
6137,Fort Walton Beach,FL,Fort Walton Beach Police Department,1,4,"The Fort Walton Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.4057552,-86.618842
6138,Gretna,FL,Gretna Police Department,1,4,"The Gretna Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.6171378,-84.6599145
6139,Groveland,FL,Groveland Police Department,1,4,"The Groveland Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.5602149,-81.8561226
6140,Gulf Breeze,FL,Gulf Breeze Police Department,1,4,"The Gulf Breeze Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.3612885,-87.1683428131116
6141,Gulfport,FL,Gulfport Police Department,1,4,"The Gulfport Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,27.7483613,-82.7034334
6142,Havana,FL,Havana Police Department,1,4,"The Havana Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.6255617,-84.4153769
6143,Highland Beach,FL,Highland Beach Police Department,1,4,"The Highland Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.3995204,-80.0655977
6144,Howey-In-The-Hills,FL,Howey-In-The-Hills Police Department,1,4,"The Howey-In-The-Hills Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.7169384,-81.7734106
6145,Jasper,FL,Jasper Police Department,1,4,"The Jasper Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.5182727,-82.94819
6146,Key Biscayne,FL,Key Biscayne Police Department,1,4,"The Key Biscayne Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.6968351,-80.1635261
6147,Key Colony Beach,FL,Key Colony Beach Police Department,1,4,"The Key Colony Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,24.7209744,-81.0186827
6148,Key West,FL,Key West Police Department,1,4,"The Key West Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,24.5548262,-81.8020722
6149,Kissimmee,FL,Kissimmee Police Department,1,4,"The Kissimmee Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.2918995,-81.4075838
6150,Lake City,FL,Lake City Police Department,1,4,"The Lake City Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.1894252,-82.6394803
6151,Lake Clarke Shores,FL,Lake Clarke Shores Police Department,1,4,"The Lake Clarke Shores Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.6453449,-80.0758754
6152,Lake Mary,FL,Lake Mary Police Department,1,4,"The Lake Mary Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.7562749,-81.322093
6153,Lake Placid,FL,Lake Placid Police Department,1,4,"The Lake Placid Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,27.2930999,-81.3628502
6154,Lauderhill,FL,Lauderhill Police Department,1,4,"The Lauderhill Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.1403635,-80.2133808
6155,Lynn Haven,FL,Lynn Haven Police Department,1,4,"The Lynn Haven Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.2454776,-85.648261
6156,Madison,FL,Madison Police Department,1,4,"The Madison Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.4514352,-83.4524524
6157,Manalapan,FL,Manalapan Police Department,1,4,"The Manalapan Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.5692364,-80.0447635
6158,Marianna,FL,Marianna Police Department,1,4,"The Marianna Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.7743596,-85.2268735
6159,Mascotte,FL,Mascotte Police Department,1,4,"The Mascotte Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.5783313,-81.8867452
6160,Melbourne Beach,FL,Melbourne Beach Police Department,1,4,"The Melbourne Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.0684067,-80.5607951
6161,Melbourne Village,FL,Melbourne Village Police Department,1,4,"The Melbourne Village Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.0866175,-80.6646222
6162,Miami Beach,FL,Miami Beach Police Department,1,4,"The Miami Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.7929198,-80.1353006
6163,Miami Gardens,FL,Miami Gardens Police Department,1,4,"The Miami Gardens Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.9420377,-80.2456045
6164,Monticello,FL,Monticello Police Department,1,4,"The Monticello Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.5452022,-83.8701636
6165,Mount Dora,FL,Mount Dora Police Department,1,4,"The Mount Dora Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.8004955,-81.6446961
6166,New Smyrna Beach,FL,New Smyrna Beach Police Department,1,4,"The New Smyrna Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.0258132,-80.9271271
6167,Niceville,FL,Niceville Police Department,1,40,The Niceville Police Department acquired 24 Wolfcom body-worn cameras for all officers in 2015.,http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.5168639,-86.482172
6168,North Miami,FL,North Miami Police Department,1,4,"The North Miami Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.8900949,-80.1867138
6169,North Port,FL,North Port Police Department,1,4,"The North Port Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,27.044224,-82.2359254
6170,Ocoee,FL,Ocoee Police Department,1,4,"The Ocoee Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.5694468,-81.5441944
6171,Opa Locka,FL,Opa-locka Police Department,1,4,"The Opa-locka Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.9023168,-80.2503271
6172,Ormond Beach,FL,Ormond Beach Police Department,1,4,"The Ormond Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.2854132,-81.0557921
6173,Oviedo,FL,Oviedo Police Department,1,4,"The Oviedo Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.6702526,-81.2084941
6174,Palatka,FL,Palatka Police Department,1,4,"The Palatka Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.6487882,-81.6372111
6175,Palm Beach Gardens,FL,Palm Beach Gardens Police Department,1,4,"The Palm Beach Gardens Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.8233946,-80.1386547
6176,Palm Beach,FL,Palm Beach Police Department,1,4,"The Palm Beach Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.6279798,-80.4494174
6177,Parker,FL,Parker Police Department,1,4,"The Parker Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.1310353,-85.6032595
6178,Pembroke Pines,FL,Pembroke Pines Police Department,1,4,"The Pembroke Pines Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,26.0061943,-80.2872086
6179,Perry,FL,Perry Police Department,1,4,"The Perry Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.1174351,-83.5818147
6180,Rockledge,FL,Rockledge Police Department,1,4,"The Rockledge Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.330831,-80.7349162
6181,Sanford,FL,Sanford Police Department,1,4,"The Sanford Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.8117345,-81.2680223
6182,Sebastian,FL,Sebastian Police Department,1,4,"The Sebastian Police Department began using Axon body-worn cameras in 2018, with a plan to equip all 25 officers in the department with body-worn cameras by 2023.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,27.816415,-80.4706078
6183,Sewalls Point,FL,Sewalls Point Police Department,1,4,"The Sewalls Point Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,27.1916932,-80.1941223
6184,Shalimar,FL,Shalimar Police Department,1,4,"The Shalimar Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.4457544,-86.5791189
6185,Sneads,FL,Sneads Police Department,1,4,"The Sneads Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.7075911,-84.9244479
6186,South Daytona,FL,South Daytona Police Department,1,4,"The South Daytona Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.1658158,-81.0044995
6187,South Miami,FL,South Miami Police Department,1,4,"The South Miami Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.7076017,-80.2933846
6188,Springfield,FL,Springfield Police Department,1,4,"The Springfield Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.1532572,-85.6113154
6189,St. Cloud,FL,St. Cloud Police Department,1,4,"The St. Cloud Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.2498534,-81.2839038
6190,Sweetwater,FL,Sweetwater Police Department,1,4,"The Sweetwater Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,25.7634334,-80.3731086
6191,Titusville,FL,Titusville Police Department,1,4,"The Titusville Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.6126236,-80.8079545
6192,Umatilla,FL,Umatilla Police Department,1,4,"The Umatilla Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.9294316,-81.6656305
6193,Valparaiso,FL,Valparaiso Police Department,1,4,"The Valparaiso Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,30.5085309,-86.5027282
6194,West Melbourne,FL,West Melbourne Police Department,1,4,"The West Melbourne Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.0736261,-80.6718389
6195,Wildwood,FL,Wildwood Police Department,1,4,"The Wildwood Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.865286,-82.0394286
6196,Williston,FL,Williston Police Department,1,4,"The Williston Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,29.3880028,-82.4481694
6197,Windermere,FL,Windermere Police Department,1,4,"The Windermere Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.4944695,-81.5345547
6198,Winter Garden,FL,Winter Garden Police Department,1,4,"The Winter Garden Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.5656649,-81.5856742
6199,Winter Park,FL,Winter Park Police Department,1,4,"The Winter Park Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/PD-Index.aspx,28.5977707,-81.3510264
6200,Panama City,FL,Bay County Sheriff's Office,1,4,"The Bay County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.1586518,-85.6602936
6201,Starke,FL,Bradford County Sheriff's Office,1,4,"The Bradford County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,29.9443549,-82.1101114
6202,Blountstown,FL,Calhoun County Sheriff's Office,1,4,"The Calhoun County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report. The Calhoun County Sheriff's Office also received a Small, Rural, and Tribal Body-Worn Camera Program grant for $21,000 for 21 body-worn cameras in 2023.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.4435293,-85.0451953
6203,Arcadia,FL,Desoto County Sheriff's Office,1,4,"The Desoto County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,27.2158826,-81.8584164
6204,Palm Coast,FL,Flagler County Sheriff's Office,1,4,"The Flagler County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,29.5541432,-81.2207673
6205,Clewiston,FL,Hendry County Sheriff's Office,1,4,"The Hendry County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,26.7542312,-80.9336753
6206,Wimauma,FL,Hillsborough County Sheriff's Office,1,4,"The Hillsborough County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,27.7134925,-82.31560518649194
6207,Bonifay,FL,Holmes County Sheriff's Office,1,4,"The Holmes County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.7918559,-85.6796533
6208,Marianna,FL,Jackson County Sheriff's Office,1,4,"The Jackson County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.7743596,-85.2268735
6209,Jacksonville,FL,Jacksonville Sheriff's Office,1,4,"The Jacksonville Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.3321838,-81.655651
6210,Monticello,FL,Jefferson County Sheriff's Office,1,4,"The Jefferson County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.5452022,-83.8701636
6211,Mayo,FL,Lafayette County Sheriff's Office,1,4,"The Lafayette County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.053001,-83.1748578
6212,Tavares,FL,Lake County Sheriff's Office,1,4,"The Lake County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,28.8021812,-81.731332
6213,Tallahassee,FL,Leon County Sheriff's Office,1,4,"The Leon County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.4380832,-84.2809332
6214,Madison,FL,Madison County Sheriff's Office,1,4,"The Madison County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.4514352,-83.4524524
6215,Ocala,FL,Marion County Sheriff's Office,1,4,"The Marion County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,29.1871986,-82.1400923
6216,Key West,FL,Monroe County Sheriff's Office,1,4,"The Monroe County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,24.5548262,-81.8020722
6217,Shalimar,FL,Okaloosa County Sheriff's Office,1,4,"The Okaloosa County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.4457544,-86.5791189
6218,Okeechobee,FL,Okeechobee County Sheriff's Office,1,4,"The Okeechobee County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report. The Okeechobee County Sheriff's Office also received a Small, Rural and Tribal Body-Worn Camera Program grant for $180,000 for 90 body-worn cameras in 2023.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,27.3923408,-80.8873655
6219,Land O' Lakes,FL,Pasco County Sheriff's Office,1,4,"The Pasco County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,28.2144905,-82.44559288497652
6220,Sanford,FL,Seminole County Sheriff's Office,1,4,"The Seminole County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,28.8117345,-81.2680223
6221,Perry,FL,Taylor County Sheriff's Office,1,4,"The Taylor County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.1174351,-83.5818147
6222,Daytona Beach,FL,Volusia County Sheriff's Office,1,4,"The Volusia County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,29.2108147,-81.0228331
6223,De Funiak Springs,FL,Walton County Sheriff's Office,1,4,"The Walton County Sheriff's Office uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SO-Index.aspx,30.7221338,-86.1241075
